Ticker,Company,Sector,Address,Tel,Website,IdCompany,Group Sector
VPH,Công ty Cổ phần Vạn Phát Hưng ,Quản lý & Phát triển Bất động sản,"MB.105 Tầng 1, Trung tâm Dịch vụ, Lô DV-3, Đường Long Hậu - Hiệp Phước, KCN Long Hậu mở rộng, Xã Long Hậu, Huyện Cần Giuộc, Tỉnh Long An, Việt Nam",+84 28 37850011,www.vanphathung.com,0301822194,Bất động sản
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,Quản lý & Phát triển Bất động sản,"Số 104 Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",+84 24 39288869,www.vanphu.vn,0102702590,Bất động sản
VPS,Công ty Cổ phần thuốc sát trùng Việt Nam ,Nguyên vật liệu,"102 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38258853,www.vipesco.com.vn,0300408946,Nguyên vật liệu
VRC,Công ty cổ phần Bất động sản và Đầu tư VRC,Hàng hóa chủ chốt,"A1.0506, Tầng 05, Tháp A1, Tòa nhà The Gold View, Số 346 Bến Vân Đồn, Phường 1, Quận 4, Thành phố Hồ Chí Minh, Việt Nam",+84 254 3854906,www.vrc.com.vn,3500101523,Công nghiệp
VRE,Công ty Cổ phần Vincom Retail,Quản lý & Phát triển Bất động sản,"Số 7, Đường Bằng Lăng 1, Khu đô thị sinh thái Vinhomes Riverside, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, Việt Nam",+84 24 39749999,www.vincom.com.vn,0105850244,Bất động sản
VSC,Công ty Cổ phần Tập đoàn Container Việt Nam,Vận tải,"Số 11 Võ Thị Sáu, Phường Máy Tơ, Quận Ngô Quyền, Thành phố Hải Phòng, Việt Nam",+84 225 3836705,www.viconship.com,0200453688,Công nghiệp
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Dịch vụ tiện ích,"21 Nguyễn Huệ, Phường Hải Đăng, Thành phố Quy Nhơn, Tỉnh Bình Định, Việt Nam",(+84) 25638927,www.vshpc.evn.com.vn,4100562786,Dịch vụ tiện ích
VSI,Công ty Cổ phần đầu tư và xây dựng cấp thoát nước,Hàng hóa chủ chốt,"Số 10 Phổ Quang, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",+84 28 38475166,www.waseco.com.vn,0300393538,Công nghiệp
VTB,Công ty Cổ phần Viettronics Tân Bình,Đồ tiêu dùng và trang trí,"248A Nơ Trang Long, Phường 12, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 5163885,www.vtb.com.vn,0300391837,Hàng tiêu dùng không thiết yếu
VTO,Công ty Cổ phần Vận tải xăng dầu VITACO,Vận tải,"236/106/1A Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",+84 28 35146024,www.vitaco.petrolimex.com.vn,0300545501,Công nghiệp
YEG,Công ty cổ phần Tập đoàn Yeah1,Truyền thông và Giải trí,"Số 191, Đường Nam Kỳ Khởi Nghĩa, Phường Võ Thị Sáu, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",(+84) 28730060,yeah1.com,0304592171,Viễn thông
